Name;Value;Error;Frequency;ChiPrimeMol;ChiBisMol;FrequencyModel;ChiPrimeModel;ChiBisModel;Name;Value;Error;Frequency;ChiPrimeMol;ChiBisMol;FrequencyModel;ChiPrimeModel;ChiBisModel
T;4.0;0.0;1.00057637691498;2.146762424397767;0.010873460145055532;1.00057637691498;2.1529017652343656;0.02022697228757879;T;9.0;0.0;1.00057637691498;0.9621868029420583;0.0038222831368320497;1.00057637691498;0.9612806889960255;0.001560936964004774
H;-0.0;0.0;1.30083453655243;2.1463628412847;0.021277173747588498;8.742349920850819;2.1234788888067673;0.14972074115255501;H;-0.0;0.0;1.30083453655243;0.9583398888394066;0.0016857738257584;8.742349920850819;0.9609711306914734;0.013535648826533908
alpha;0.061297;0.012265219016656738;1.70109140872955;2.1379385020032164;0.026615885817213168;16.484123464786656;2.0765867103202797;0.2588547951850885;alpha;0.003248;0.01307404357385123;1.70109140872955;0.961344502439735;0.005936282385757884;16.484123464786656;0.9602716254188788;0.02544216701505852
beta;0.458397;0.029340422543008247;2.22107553482056;2.1417372021582497;0.035382873267933164;24.225897008722495;2.0183289443159373;0.35029801619997325;beta;0.801313;0.08701963998945346;2.22107553482056;0.9546104204437234;0.0006799468411912417;24.225897008722495;0.9591863596140433;0.037283564074354195
tau;-2.593897;0.023366248945686417;2.90091037750244;2.142781167833667;0.047079658582339666;31.967670552658333;1.9538303758035878;0.4252083930969509;tau;-3.430257;0.03537870102801655;2.90091037750244;0.9544839541632033;-0.0004767023341833317;31.967670552658333;0.9577201584957178;0.0490469724667176
chiT;2.155161;0.04933205758616434;3.79571866989136;2.1384976761831664;0.062054164296942;39.70944409659417;1.886998997724041;0.4853604393613318;chiT;0.818237;0.051927907202466705;3.79571866989136;0.9636112204752032;0.006607718434241133;39.70944409659417;0.9558788516289423;0.060716754711478325
chiS;0.0;0.050619767164681445;4.92219018936157;2.1351794313242167;0.08375683765232032;47.451217640530004;1.8205486999963298;0.5328788689007928;chiS;0.143055;0.05206336308799728;4.92219018936157;0.9581533857805599;0.00833530155278745;47.451217640530004;0.9536693450681135;0.07227656024152797
;;;6.42475366592407;2.1291897336813665;0.11228957433748067;55.192991184465846;1.7562020623225831;0.5699042703833315;;;;6.42475366592407;0.9551602177544399;0.0109269825349854;55.192991184465846;0.9510996165661478;0.0837100451663955
;;;8.4070463180542;2.131933361473583;0.14373498388840866;62.93476472840168;1.6949449982368414;0.5983888641884287;;;;8.4070463180542;0.9662890283090284;0.015692808592257666;62.93476472840168;0.9481786768533103;0.09500122448014875
;;;10.9381999969482;2.1215030659748666;0.18401966224697;70.67653827233752;1.6372571072855706;0.6200101386747564;;;;10.9381999969482;0.9632703895616832;0.017649478034951167;70.67653827233752;0.9449165115015632;0.10613468349087508
;;;14.2939481735229;2.1026761190289833;0.23464097806122167;78.41831181627336;1.5832907264844618;0.6361580083297081;;;;14.2939481735229;0.9632982063692416;0.02342214948623667;78.41831181627336;0.9413240099894986;0.11709572185671002
;;;18.6082801818848;2.0728367638673832;0.2943343045045967;86.1600853602092;1.5329984362592965;0.6479588849661172;;;;18.6082801818848;0.9633456959518466;0.030571301498633498;86.1600853602092;0.937412885764044;0.1278704589757491
;;;24.2203006744385;2.02477066577235;0.3618296375683249;93.90185890414503;1.4862188250827801;0.656313782514622;;;;24.2203006744385;0.9622175630134417;0.03947694120318684;93.90185890414503;0.9331955899093141;0.1384459135785296
;;;31.6244335174561;1.9552430033138666;0.4331651327001067;101.64363244808087;1.4427318192232979;0.6619382880706869;;;;31.6244335174561;0.9590081637583834;0.05070074016781399;101.64363244808087;0.9286852204609322;0.14881006390348545
;;;41.2399711608887;1.86545636815125;0.5036461402314233;109.38540599201671;1.402293128076237;0.6653988794090921;;;;41.2399711608887;0.9554754220277933;0.064549980584221;109.38540599201671;0.9238954290854171;0.15895189195807585
;;;53.7754707336426;1.7550855377133332;0.5654904799125784;117.12717953595255;1.3646549058826583;0.6671436889214546;;;;53.7754707336426;0.9501735167661133;0.08332089520133917;117.12717953595255;0.9188403266347431;0.1688614140136868
;;;70.1553497314453;1.6327002255389116;0.6155534241131949;124.86895307988839;1.3295775650613864;0.6675275766099668;;;;70.1553497314453;0.945939873067435;0.10803407495716466;124.86895307988839;0.9135343889235217;0.1785296988269957
;;;91.609992980957;1.4982838430802816;0.6483421921793316;132.61072662382423;1.296836036881766;0.6668321166807878;;;;91.609992980957;0.9371400483705232;0.13920249460736583;132.61072662382423;0.9079923639323342;0.187948874763962
;;;119.384170532227;1.3619360890764864;0.6625449823828834;140.35250016776007;1.266222624628188;0.6652813293006986;;;;119.384170532227;0.9217220237489767;0.17687539571586833;140.35250016776007;0.9022291815030117;0.1971121268550819
;;;155.751602172852;1.2230349509955667;0.65719086440377;148.0942737116959;1.2375478206066957;0.6630539799589064;;;;155.751602172852;0.894263254332525;0.22029396409892166;148.0942737116959;0.8962598664551769;0.2060136847469724
;;;203.027557373047;1.0901925949866433;0.6366246241435717;155.83604725563174;1.2106399511465935;0.6602931669455857;;;;203.027557373047;0.8508452307048584;0.26654371318028;155.83604725563174;0.890099455916993;0.21464880249111976
;;;264.651092529297;0.9667053987839783;0.6046355200448332;163.57782079956758;1.1853441867207755;0.6571137915235385;;;;264.651092529297;0.7910000936025599;0.31074768171802664;163.57782079956758;0.8837629215275298;0.22301373110163747
;;;345.685852050781;0.8535965052466632;0.5651761058534517;171.3195943435034;1.1615212458227047;0.6536083854894471;;;;345.685852050781;0.713568856885475;0.34382381269022505;171.3195943435034;0.8772650970351299;0.23110568480702073
;;;451.068145751953;0.75309739112997;0.5218045630583883;179.06136788743925;1.139045989495302;0.6498516679491855;;;;451.068145751953;0.6270207325818217;0.36245721293036337;179.06136788743925;0.8706206116875606;0.23892280190915144
;;;588.290649414062;0.66783193431611;0.4779378932460583;186.80314143137508;1.1178060208448621;0.6459041193831844;;;;588.290649414062;0.5408991570466417;0.362995037423175;186.80314143137508;0.8638438296875388;0.24646410114289963
